# slownesses
# [5.2, 7.0, 8.5]
-2.6000	0.0000
-2.4000	0.0000
-2.2000	0.0000
-2.0000	0.0000
-1.8000	0.0001
-1.6000	0.0004
-1.4000	0.0010
-1.2000	0.0022
-1.0000	0.0047
-0.8000	0.0093
-0.6000	0.0170
-0.4000	0.0287
-0.2000	0.0445
0.0000	0.0639
0.2000	0.0847
0.4000	0.1038
0.6000	0.1178
0.8000	0.1241
1.0000	0.1221
1.2000	0.1138
1.4000	0.1030
1.6000	0.0941
1.8000	0.0907
2.0000	0.0936
2.2000	0.1010
2.4000	0.1085
2.6000	0.1106
2.8000	0.1034
3.0000	0.0858
3.2000	0.0606
3.4000	0.0335
3.6000	0.0113
3.8000	-0.0013
4.0000	-0.0025
4.2000	0.0053
4.4000	0.0176
4.6000	0.0294
4.8000	0.0367
5.0000	0.0383
5.2000	0.0346
5.4000	0.0277
5.6000	0.0202
5.8000	0.0139
6.0000	0.0099
6.2000	0.0086
6.4000	0.0095
6.6000	0.0115
6.8000	0.0137
7.0000	0.0150
7.2000	0.0148
7.4000	0.0128
7.6000	0.0094
7.8000	0.0053
8.0000	0.0012
8.2000	-0.0021
8.4000	-0.0041
8.6000	-0.0049
8.8000	-0.0045
9.0000	-0.0034
9.2000	-0.0020
9.4000	-0.0004
9.6000	0.0011
9.8000	0.0025
10.0000	0.0035
10.2000	0.0043
10.4000	0.0048
10.6000	0.0051
10.8000	0.0056
11.0000	0.0066
11.2000	0.0085
11.4000	0.0114
11.6000	0.0155
11.8000	0.0203
12.0000	0.0252
12.2000	0.0295
12.4000	0.0324
12.6000	0.0336
12.8000	0.0332
13.0000	0.0316
13.2000	0.0292
13.4000	0.0265
13.6000	0.0238
13.8000	0.0217
14.0000	0.0204
14.2000	0.0208
14.4000	0.0234
14.6000	0.0287
14.8000	0.0363
15.0000	0.0450
15.2000	0.0530
15.4000	0.0578
15.6000	0.0576
15.8000	0.0517
16.0000	0.0406
16.2000	0.0263
16.4000	0.0112
16.6000	-0.0025
16.8000	-0.0134
17.0000	-0.0208
17.2000	-0.0251
17.4000	-0.0269
17.6000	-0.0272
17.8000	-0.0268
18.0000	-0.0266
18.2000	-0.0269
18.4000	-0.0281
18.6000	-0.0301
18.8000	-0.0330
19.0000	-0.0364
19.2000	-0.0404
19.4000	-0.0446
19.6000	-0.0486
19.8000	-0.0520
20.0000	-0.0541
20.2000	-0.0542
20.4000	-0.0521
20.6000	-0.0478
20.8000	-0.0417
21.0000	-0.0345
21.2000	-0.0270
21.4000	-0.0200
21.6000	-0.0140
21.8000	-0.0093
22.0000	-0.0059
22.2000	-0.0036
22.4000	-0.0021
22.6000	-0.0010
22.8000	0.0000
23.0000	0.0013
23.2000	0.0030
23.4000	0.0049
23.6000	0.0067
23.8000	0.0079
24.0000	0.0083
24.2000	0.0077
24.4000	0.0062
24.6000	0.0043
24.8000	0.0022
25.0000	0.0004
25.2000	-0.0010
25.4000	-0.0018
25.6000	-0.0022
25.8000	-0.0022
26.0000	-0.0022
26.2000	-0.0022
26.4000	-0.0023
26.6000	-0.0026
26.8000	-0.0030
27.0000	-0.0036
27.2000	-0.0043
27.4000	-0.0048
27.6000	-0.0053
27.8000	-0.0055
28.0000	-0.0055
28.2000	-0.0052
28.4000	-0.0046
28.6000	-0.0040
28.8000	-0.0033
29.0000	-0.0026
29.2000	-0.0020
29.4000	-0.0015
29.6000	-0.0011
29.8000	-0.0008
30.0000	-0.0007
30.2000	-0.0007
30.4000	-0.0009
30.6000	-0.0012
30.8000	-0.0016
31.0000	-0.0020
31.2000	-0.0023
31.4000	-0.0025
31.6000	-0.0025
31.8000	-0.0023
32.0000	-0.0019
32.2000	-0.0014
32.4000	-0.0007
32.6000	-0.0001
32.8000	0.0005
33.0000	0.0010
33.2000	0.0013
33.4000	0.0015
33.6000	0.0017
33.8000	0.0017
34.0000	0.0018
34.2000	0.0018
34.4000	0.0019
34.6000	0.0018
34.8000	0.0017
35.0000	0.0015
-5.0000	0.0000
-4.8000	0.0000
-4.6000	0.0000
-4.4000	0.0000
-4.2000	0.0000
-4.0000	0.0000
-3.8000	0.0000
-3.6000	0.0000
-3.4000	0.0000
-3.2000	0.0000
-3.0000	0.0000
-2.8000	0.0000
-2.6000	0.0000
-2.4000	0.0000
-2.2000	0.0000
-2.0000	0.0001
-1.8000	0.0002
-1.6000	0.0004
-1.4000	0.0011
-1.2000	0.0026
-1.0000	0.0056
-0.8000	0.0111
-0.6000	0.0203
-0.4000	0.0344
-0.2000	0.0536
0.0000	0.0773
0.2000	0.1029
0.4000	0.1266
0.6000	0.1442
0.8000	0.1525
1.0000	0.1507
1.2000	0.1407
1.4000	0.1272
1.6000	0.1153
1.8000	0.1091
2.0000	0.1098
2.2000	0.1152
2.4000	0.1204
2.6000	0.1198
2.8000	0.1092
3.0000	0.0882
3.2000	0.0604
3.4000	0.0323
3.6000	0.0110
3.8000	0.0015
4.0000	0.0048
4.2000	0.0181
4.4000	0.0357
4.6000	0.0515
4.8000	0.0610
5.0000	0.0624
5.2000	0.0567
5.4000	0.0466
5.6000	0.0355
5.8000	0.0262
6.0000	0.0203
6.2000	0.0179
6.4000	0.0183
6.6000	0.0199
6.8000	0.0213
7.0000	0.0215
7.2000	0.0197
7.4000	0.0162
7.6000	0.0114
7.8000	0.0061
8.0000	0.0014
8.2000	-0.0023
8.4000	-0.0045
8.6000	-0.0053
8.8000	-0.0049
9.0000	-0.0038
9.2000	-0.0022
9.4000	-0.0005
9.6000	0.0011
9.8000	0.0024
10.0000	0.0035
10.2000	0.0043
10.4000	0.0049
10.6000	0.0057
10.8000	0.0070
11.0000	0.0093
11.2000	0.0127
11.4000	0.0172
11.6000	0.0224
11.8000	0.0275
12.0000	0.0317
12.2000	0.0343
12.4000	0.0350
12.6000	0.0338
12.8000	0.0313
13.0000	0.0281
13.2000	0.0249
13.4000	0.0221
13.6000	0.0204
13.8000	0.0205
14.0000	0.0230
14.2000	0.0282
14.4000	0.0360
14.6000	0.0453
14.8000	0.0542
15.0000	0.0602
15.2000	0.0612
15.4000	0.0560
15.6000	0.0451
15.8000	0.0303
16.0000	0.0141
16.2000	-0.0008
16.4000	-0.0128
16.6000	-0.0212
16.8000	-0.0262
17.0000	-0.0287
17.2000	-0.0296
17.4000	-0.0297
17.6000	-0.0295
17.8000	-0.0294
18.0000	-0.0294
18.2000	-0.0297
18.4000	-0.0302
18.6000	-0.0311
18.8000	-0.0325
19.0000	-0.0345
19.2000	-0.0371
19.4000	-0.0400
19.6000	-0.0427
19.8000	-0.0445
20.0000	-0.0447
20.2000	-0.0429
20.4000	-0.0391
20.6000	-0.0339
20.8000	-0.0277
21.0000	-0.0214
21.2000	-0.0157
21.4000	-0.0108
21.6000	-0.0071
21.8000	-0.0045
22.0000	-0.0027
22.2000	-0.0015
22.4000	-0.0005
22.6000	0.0005
22.8000	0.0016
23.0000	0.0030
23.2000	0.0043
23.4000	0.0053
23.6000	0.0057
23.8000	0.0054
24.0000	0.0044
24.2000	0.0028
24.4000	0.0011
24.6000	-0.0005
24.8000	-0.0018
25.0000	-0.0026
25.2000	-0.0029
25.4000	-0.0029
25.6000	-0.0028
25.8000	-0.0027
26.0000	-0.0027
26.2000	-0.0029
26.4000	-0.0033
26.6000	-0.0039
26.8000	-0.0046
27.0000	-0.0052
27.2000	-0.0057
27.4000	-0.0060
27.6000	-0.0058
27.8000	-0.0054
28.0000	-0.0047
28.2000	-0.0038
28.4000	-0.0028
28.6000	-0.0020
28.8000	-0.0013
29.0000	-0.0008
29.2000	-0.0005
29.4000	-0.0004
29.6000	-0.0006
29.8000	-0.0009
30.0000	-0.0014
30.2000	-0.0018
30.4000	-0.0022
30.6000	-0.0023
30.8000	-0.0023
31.0000	-0.0020
31.2000	-0.0015
31.4000	-0.0008
31.6000	-0.0001
31.8000	0.0006
32.0000	0.0012
32.2000	0.0017
32.4000	0.0021
32.6000	0.0024
32.8000	0.0026
33.0000	0.0027
33.2000	0.0027
33.4000	0.0027
33.6000	0.0027
33.8000	0.0026
34.0000	0.0024
34.2000	0.0022
34.4000	0.0019
34.6000	0.0015
34.8000	0.0012
35.0000	0.0010
